method,eps,alpha,k,trial,seed,wall_sec,frob_resid_noisy,mahal_resid_noisy,frob_err_true,mahal_err_true,rel_frob_err_true,fms
AMDM,0.03,1.01,50,0,1714130,0.07672691345214844,0.039815868763618374,0.0017949326523838066,0.03293759966989878,0.0012523307334589618,0.07928135409071477,0.997193902690657
ALS,0.03,1.01,50,1,1817190,0.050205230712890625,0.03220901775396852,0.0012028890101865911,0.03684487229560258,0.00156636381453759,0.08868817852814022,0.9962547600748879
Oracle-AMDM,0.03,1.01,50,1,1817190,0.06594300270080566,0.032227175918970646,0.0012009814850343506,0.036967656908472764,0.0015763181282650643,0.08898372965882059,0.9962478078945354
AMDM,0.03,1.01,50,1,1817190,0.06865620613098145,0.03233793961395777,0.0012090815543507373,0.03629281524124036,0.0015205335428633317,0.08735933867758551,0.996391921271124
ALS,0.03,1.01,50,2,2020250,0.053832054138183594,0.1884758496756216,0.042146068516263874,0.18643200389780912,0.04112083706036955,0.4487367980266806,0.7797985127417035
Oracle-AMDM,0.03,1.01,50,2,2020250,0.07665324211120605,0.1944022161093669,0.04236212733135449,0.19137954577006772,0.04104449654380178,0.46064539768469426,0.661884434292296
AMDM,0.03,1.01,50,2,2020250,0.06728219985961914,0.02881263066236197,0.0009549415248137828,0.028210405686087625,0.000928696711833365,0.06790168454954525,0.9977945468725155
ALS,0.03,1.01,50,3,2323310,0.049683332443237305,0.02869527221932669,0.000978054065937728,0.03506795257261717,0.0014348753266535388,0.084430894296687,0.9967417690292244
Oracle-AMDM,0.03,1.01,50,3,2323310,0.06000208854675293,0.19100512671805794,0.043892149892659424,0.18445443210607665,0.04092821806273989,0.4440992848799585,0.7638084398715971
AMDM,0.03,1.01,50,3,2323310,0.052056074142456055,0.028834726757497212,0.0009864461591162263,0.03469901365922756,0.0014039100035624285,0.08354262337942062,0.9968461899112725
ALS,0.03,1.01,50,4,2726370,0.0434422492980957,0.032081768946660406,0.0011896349978943997,0.04217522773127685,0.0020789914027013147,0.10152401587439917,0.9952177567071633
Oracle-AMDM,0.03,1.01,50,4,2726370,0.05799603462219238,0.1949789775283985,0.04459781508929179,0.1891726200289428,0.04184645181411839,0.45537546830072867,0.6947326576048879
AMDM,0.03,1.01,50,4,2726370,0.05275917053222656,0.03229869822939909,0.0012003740772853955,0.04198363259998935,0.002062935702574718,0.10106280894804358,0.9952539188922479
ALS,0.03,1.05,5,0,2729425,0.042099952697753906,0.05964943894565328,0.0067191913038710145,0.09592895148787065,0.015582869818839344,0.3035498531382194,0.9658337337009124
Oracle-AMDM,0.03,1.05,5,0,2729425,0.05963706970214844,0.19532261302832943,0.07611200269020237,0.21868318557927446,0.09482288362700539,0.6919834714838936,0.3122856479554533
AMDM,0.03,1.05,5,0,2729425,0.052558183670043945,0.06257528748505209,0.0069854751372966,0.09605578666205963,0.015602252214179862,0.30395120015495086,0.9653221523523496
ALS,0.03,1.05,5,1,2832480,0.042752981185913086,0.0412374171319813,0.0036708704485702696,0.051434280489576635,0.005285092494460745,0.16264097831979812,0.9890262867832137
Oracle-AMDM,0.03,1.05,5,1,2832480,0.05883193016052246,0.2068285252551359,0.08344637571274983,0.20937786610543604,0.08541092855419076,0.6620763556476867,0.17336678058979743
AMDM,0.03,1.05,5,1,2832480,0.05223202705383301,0.042506645786702435,0.0036916910722339744,0.04401126013356564,0.003831129869487793,0.13916855328929603,0.9921415120499804
ALS,0.03,1.05,5,2,3035535,0.0441899299621582,0.0762625970897517,0.012349983547256735,0.06875465083621758,0.008748658303412106,0.2167321028115271,0.9776702253629421
Oracle-AMDM,0.03,1.05,5,2,3035535,0.05965900421142578,0.07711263163914778,0.012087976199135419,0.06667956663315856,0.008239253570478831,0.2101909109449391,0.9790392554572467
AMDM,0.03,1.05,5,2,3035535,0.05172991752624512,0.08425248030668128,0.014661254666342488,0.08458509520796843,0.013665536358489837,0.2666336797288976,0.9646376659476348
ALS,0.03,1.05,5,3,3338590,0.03756070137023926,0.04664033625503528,0.0044128467178129694,0.07201024152491967,0.0093301058835581,0.22750659281171268,0.9783574210873308
Oracle-AMDM,0.03,1.05,5,3,3338590,0.05901193618774414,0.047554660757363684,0.004251659784860726,0.06742790600701311,0.00827727427741362,0.21302932515196948,0.9811525639663461
AMDM,0.03,1.05,5,3,3338590,0.05417490005493164,0.04889886956416822,0.004396294800066954,0.0644167804752876,0.007664592963291339,0.2035160823722718,0.982575075752349
ALS,0.03,1.05,5,4,3741645,0.04496002197265625,0.07265003090689597,0.013075238284807573,0.08180328490451325,0.015742951905671487,0.25805300601445896,0.9705506462987492
Oracle-AMDM,0.03,1.05,5,4,3741645,0.07159304618835449,0.07401113709028381,0.012652524983973987,0.08587252640304757,0.01724812293148243,0.2708896543485851,0.9675836441876939
AMDM,0.03,1.05,5,4,3741645,0.06358504295349121,0.07781234893452553,0.014258192373758135,0.06878824167554266,0.010974248352719174,0.2169963292249589,0.9794895406371786
ALS,0.03,1.05,10,0,3744705,0.04442119598388672,0.05070040821441082,0.005098318879168921,0.056681426100469175,0.006421852394403951,0.17797649255397832,0.9834770697122128
Oracle-AMDM,0.03,1.05,10,0,3744705,0.05895090103149414,0.05127409866336282,0.004980488705218276,0.05722871754187989,0.00664844846125251,0.17969495692314286,0.9831000117994109
AMDM,0.03,1.05,10,0,3744705,0.05393099784851074,0.05310182194979046,0.005582045121068213,0.06147482681030219,0.007516054954546387,0.19302750140173858,0.980402341568492
ALS,0.03,1.05,10,1,3847765,0.04042410850524902,0.03710875841013193,0.002895944495927005,0.053009429218776896,0.006160701376575005,0.16754364592780557,0.988754157389552
Oracle-AMDM,0.03,1.05,10,1,3847765,0.05611300468444824,0.1462266370961011,0.043736326858613866,0.1495645064443935,0.0460334603211709,0.4727193459802479,0.6957311789572242
AMDM,0.03,1.05,10,1,3847765,0.047824859619140625,0.03835040529567219,0.002897784459657301,0.049484451178374605,0.005512906692132459,0.15640246441711586,0.9903961570073554
ALS,0.03,1.05,10,2,4050825,0.043337106704711914,0.048089238711981966,0.0048825070991733045,0.059460097151146016,0.006881711501325545,0.18787775109552451,0.9838152810154247
Oracle-AMDM,0.03,1.05,10,2,4050825,0.06131577491760254,0.05536190016666146,0.005693585997749883,0.05321689244409531,0.005632357788674429,0.16815092056230074,0.987198887797916
AMDM,0.03,1.05,10,2,4050825,0.06580924987792969,0.05068213768606902,0.0049504188450146805,0.054870306061629334,0.005954542041083223,0.17337525834471926,0.9862451288020624
ALS,0.03,1.05,10,3,63209,0.046353816986083984,0.13809700529537325,0.047946948926599606,0.14266655890745739,0.04775966742896751,0.4473200063676312,0.7345897597604669
Oracle-AMDM,0.03,1.05,10,3,63209,0.06675291061401367,0.18076874528666576,0.0857105060083961,0.18503594812796081,0.08592946279172516,0.580165962708403,0.21656990928226078
AMDM,0.03,1.05,10,3,63209,0.05217599868774414,0.06731023117798478,0.00849596651885375,0.05193201747961017,0.005055597412583715,0.16282884067268882,0.9874022865744305
ALS,0.03,1.05,10,4,466269,0.04378914833068848,0.04450148117947849,0.004234017945139195,0.045404227123438785,0.00441668105461418,0.14283707310311694,0.9890433985381379
Oracle-AMDM,0.03,1.05,10,4,466269,0.05845308303833008,0.13111184379396487,0.042957212571063386,0.1309909426626864,0.04340979131656471,0.41208416128500924,0.7098191559629641
AMDM,0.03,1.05,10,4,466269,0.04873800277709961,0.04582754769159462,0.004366867228028222,0.046971147558239945,0.004698254927127444,0.14776644516541382,0.9879325350641033
ALS,0.03,1.05,20,0,469339,0.03668498992919922,0.18329812454430455,0.07817890856091163,0.1919366207163799,0.08347911606619333,0.6050714619098501,0.5022847196312769
Oracle-AMDM,0.03,1.05,20,0,469339,0.05685615539550781,0.13581493020781854,0.04452596431267438,0.1373460945063729,0.04356124077129809,0.432977312408665,0.7134498352100275
AMDM,0.03,1.05,20,0,469339,0.052123069763183594,0.032670161562269415,0.0020892980524782594,0.045200843611967335,0.004156390815835455,0.14249360242861434,0.9907611991985462
ALS,0.03,1.05,20,1,572409,0.04227709770202637,0.044456137262845495,0.003976205271552806,0.039055435404267314,0.0028864211146295434,0.1228602128647193,0.9939525968443694
Oracle-AMDM,0.03,1.05,20,1,572409,0.05825996398925781,0.06856161313834368,0.010734570193222073,0.06635817212254402,0.010520253021626123,0.2087488992991394,0.9628080438798439
AMDM,0.03,1.05,20,1,572409,0.05255293846130371,0.04567043775365354,0.003852511823086857,0.041353734214114764,0.003283913719794729,0.13009017914423326,0.9930373529287913
ALS,0.03,1.05,20,2,775479,0.044547080993652344,0.03769197973063921,0.0030082058709508,0.036699281888843714,0.002829693456559119,0.11533412444689531,0.9934638565667214
Oracle-AMDM,0.03,1.05,20,2,775479,0.07315587997436523,0.1395212140381514,0.03722794815292934,0.14671115472727334,0.04173951859619731,0.4610663126410341,0.7588309391977464
AMDM,0.03,1.05,20,2,775479,0.06766319274902344,0.038598184143725296,0.002944706537571914,0.036297065171687605,0.0028136783595412757,0.11407008573759277,0.9935681140076461
ALS,0.03,1.05,20,3,1078549,0.053269147872924805,0.04282182366179637,0.0040403510339572755,0.04668555043346187,0.004444295928140183,0.14743164168964223,0.9897771802623927
Oracle-AMDM,0.03,1.05,20,3,1078549,0.06560492515563965,0.1409074389490765,0.046719589992228874,0.1370858884193244,0.04397082251285752,0.4329133403053554,0.5608211778718509
AMDM,0.03,1.05,20,3,1078549,0.05387091636657715,0.0436442308435585,0.004019728392617775,0.04573380518206065,0.004187861738020921,0.14442605722974838,0.9902624413177736
ALS,0.03,1.05,20,4,1481619,0.043714046478271484,0.036343916241763634,0.0026307643654759046,0.03666912614606792,0.002868329265932265,0.11557759150364402,0.9935248336456567
Oracle-AMDM,0.03,1.05,20,4,1481619,0.0595698356628418,0.12286945078873072,0.03709350620501105,0.1286327081332289,0.04157560232567784,0.40543803894885055,0.6245062416450622
AMDM,0.03,1.05,20,4,1481619,0.05275392532348633,0.03700335030249352,0.002616919552746695,0.034391821751810894,0.002468278411759814,0.10839974505155135,0.994578982941103
ALS,0.03,1.05,50,0,1484719,0.04243206977844238,0.022786118304573742,0.0011185529535211282,0.025588527560365486,0.0012803118771290815,0.08102236289191297,0.9967850805282751
Oracle-AMDM,0.03,1.05,50,0,1484719,0.0531618595123291,0.1428284619244497,0.04327901419972436,0.14136913169616178,0.04094552620272003,0.44762486090612147,0.7834420004962064
AMDM,0.03,1.05,50,0,1484719,0.04673933982849121,0.023195919422407087,0.0010847444528220744,0.025204236950083565,0.001254413852643353,0.07980556238595328,0.9968864683766927
ALS,0.03,1.05,50,1,1587819,0.04233503341674805,0.022497768285045305,0.0010634470613091968,0.02240183741206744,0.0010607429417140689,0.07086251740552972,0.9974864259925249
Oracle-AMDM,0.03,1.05,50,1,1587819,0.0580441951751709,0.14495748703608297,0.043417491745215184,0.1416611088923361,0.04087112675345634,0.44810890329747155,0.5942688770332261
AMDM,0.03,1.05,50,1,1587819,0.052247047424316406,0.022860147460643368,0.0010445733404069654,0.021693380760314376,0.001006490241181324,0.06862149489954228,0.9976623026732752
ALS,0.03,1.05,50,2,1790919,0.04196810722351074,0.1277224885380812,0.04022096226820548,0.13035298009672777,0.041720325589991,0.4116074909484,0.7208651121197149
Oracle-AMDM,0.03,1.05,50,2,1790919,0.058806657791137695,0.12748448564517442,0.0400564728614858,0.1305574848090014,0.041800659499972644,0.4122532427481947,0.7207515611722032
AMDM,0.03,1.05,50,2,1790919,0.05202198028564453,0.028377882574259605,0.0014331517271186952,0.031765127596087586,0.0019788195919880048,0.10030276607239304,0.9945403624105378
ALS,0.03,1.05,50,3,2094019,0.04410409927368164,0.02148247420719278,0.0009178549382985402,0.022584088578836054,0.0010454156890927998,0.07119288663955951,0.9977921568537397
Oracle-AMDM,0.03,1.05,50,3,2094019,0.05849599838256836,0.1448053994664415,0.04115361925456609,0.14555745561788258,0.04105598709996523,0.4588476263353686,0.5760932693798776
AMDM,0.03,1.05,50,3,2094019,0.04627513885498047,0.0217583131716796,0.0008902202638363654,0.022499903178034467,0.001039092773771105,0.07092750503360931,0.997765769479531
ALS,0.03,1.05,50,4,2497119,0.03922390937805176,0.021003494195634603,0.0009117839236270264,0.023464503132393493,0.0010776885959078238,0.07321264962757183,0.9974413103164965
Oracle-AMDM,0.03,1.05,50,4,2497119,0.06400012969970703,0.12738724829966963,0.04138590209878037,0.1274445467999697,0.04104209767899064,0.39764545190516887,0.73826763568299
AMDM,0.03,1.05,50,4,2497119,0.06449484825134277,0.021148335778567336,0.0008942111892894343,0.02305742381652583,0.0010464850887490053,0.07194250317890885,0.997575274717027
ALS,0.03,1.1,5,0,2500224,0.05535292625427246,0.040370417587530676,0.008961588564574012,0.034517994680397915,0.0046800676709001865,0.14472727310412845,0.9894558530618063
Oracle-AMDM,0.03,1.1,5,0,2500224,0.07028794288635254,0.04406113840578877,0.007760393312713233,0.03916334568808304,0.006096807689476861,0.16420433109022212,0.987117309772891
AMDM,0.03,1.1,5,0,2500224,0.053801774978637695,0.04610705898852872,0.008351459117860487,0.043037853569856524,0.007116694097354556,0.18044939299319435,0.984976336931234
ALS,0.03,1.1,5,1,2603329,0.042411088943481445,0.06279790498669593,0.021552647569925035,0.05634560132973351,0.012797160117135147,0.2309450478135202,0.9630113806512153
Oracle-AMDM,0.03,1.1,5,1,2603329,0.055228233337402344,0.10712875518675517,0.050344718699662776,0.11123693097492289,0.05036861789194284,0.4559294379040805,0.6039411425586574
AMDM,0.03,1.1,5,1,2603329,0.04498600959777832,0.06928391999514057,0.022199700816458137,0.06172072155879581,0.01592892279873291,0.25297618012924095,0.952160736005878
ALS,0.03,1.1,5,2,2806434,0.0369877815246582,0.06543714982664457,0.02020463173800538,0.10090507154182955,0.039204323674878125,0.4266266005548389,0.9266058775772693
Oracle-AMDM,0.03,1.1,5,2,2806434,0.057109832763671875,0.07047247343100445,0.017613544377037448,0.08817812420830734,0.028797601068243087,0.3728170725164962,0.9481802100633973
AMDM,0.03,1.1,5,2,2806434,0.051525115966796875,0.0796216453807991,0.020063689859128816,0.06466555168783521,0.01749778902033847,0.2734059256689384,0.9699292190310036
ALS,0.03,1.1,5,3,3109539,0.037420034408569336,0.09598292782869348,0.04767711218827821,0.13010655344658537,0.0687418034007455,0.5450042941370544,0.7084202871636254
Oracle-AMDM,0.03,1.1,5,3,3109539,0.056549787521362305,0.05210482390305949,0.008679442607830613,0.0877727474718218,0.024931348552816205,0.3676719043978767,0.952991585957027
AMDM,0.03,1.1,5,3,3109539,0.04819989204406738,0.05511439067001372,0.00959973649452922,0.08288236305554907,0.023037017945101573,0.3471865373180102,0.9577967981551241
ALS,0.03,1.1,5,4,3512644,0.0366208553314209,0.041012036268938144,0.008245247351746875,0.046845002502292725,0.00798213878147433,0.19697205773626264,0.9810362329778851
Oracle-AMDM,0.03,1.1,5,4,3512644,0.05525994300842285,0.11012020741321758,0.04482217581371596,0.11460760955074294,0.048868487810535696,0.48189765139491936,0.6058795267474082
AMDM,0.03,1.1,5,4,3512644,0.049514055252075195,0.04424834506933622,0.007527379959167908,0.044957137047521065,0.007361066224986053,0.1890340339665472,0.9821603775181416
ALS,0.03,1.1,10,0,3515754,0.037714242935180664,0.024069098370044197,0.0025544397215304065,0.03693135024216695,0.004398980534415641,0.15549600823651313,0.9887299127847664
Oracle-AMDM,0.03,1.1,10,0,3515754,0.060765981674194336,0.1117786205616717,0.043171544848114946,0.1143828796018253,0.04294483217600796,0.4815984542144896,0.6172083521180689
AMDM,0.03,1.1,10,0,3515754,0.04896903038024902,0.025220921032438552,0.002367754541509844,0.03434129829400148,0.0038472164420781055,0.14459083589853844,0.9903178163745452
ALS,0.03,1.1,10,1,3618864,0.037445068359375,0.0603932515415003,0.013696009220203082,0.06594345792010882,0.014075783857167113,0.27198036001416626,0.9653111697145633
Oracle-AMDM,0.03,1.1,10,1,3618864,0.0597989559173584,0.06372259656235796,0.012088221849532897,0.07490070546050244,0.018673971169394777,0.3089240612941892,0.9556847750413053
AMDM,0.03,1.1,10,1,3618864,0.05073690414428711,0.07393668902045297,0.015595906768312934,0.08721838278136325,0.02339672347439753,0.35972768030253444,0.94208240587385
ALS,0.03,1.1,10,2,3821974,0.03757905960083008,0.03818893120128096,0.004380351694886407,0.04174162731441484,0.005658488385159309,0.17684489634276368,0.9865148249474742
Oracle-AMDM,0.03,1.1,10,2,3821974,0.06245994567871094,0.09575426388520335,0.03970797262920924,0.10548051905009881,0.044964996019027696,0.44688462471979057,0.7034737216342297
AMDM,0.03,1.1,10,2,3821974,0.05270195007324219,0.03953793722261539,0.0038304741414322756,0.03944820121008252,0.004853982285140036,0.1671284399469591,0.9888473350168475
ALS,0.03,1.1,10,3,4125084,0.04357504844665527,0.027673654275236728,0.003256537315369625,0.028780184199586653,0.0026544195104180345,0.12373285889725263,0.9929034745780662
Oracle-AMDM,0.03,1.1,10,3,4125084,0.057991981506347656,0.10466397921382944,0.043260668957202195,0.10333408574927744,0.042186391544548285,0.44425781859574,0.6090661202357787
AMDM,0.03,1.1,10,3,4125084,0.05424809455871582,0.029035469435463607,0.0029878277062343446,0.02472880239685371,0.001989961479188405,0.10631500467296828,0.9947921814870794
ALS,0.03,1.1,10,4,237518,0.04427695274353027,0.03885963343447151,0.006067087627701752,0.05491977400132721,0.010123149347478317,0.23278432856101972,0.9751818854862802
Oracle-AMDM,0.03,1.1,10,4,237518,0.05812692642211914,0.04144599094952782,0.0052577234832544605,0.04801917375613868,0.00754704323446152,0.20353527166021382,0.9818805236103019
AMDM,0.03,1.1,10,4,237518,0.05214691162109375,0.04413814609407098,0.005791846846052177,0.042589995522686774,0.00617981388914325,0.18052302092368197,0.9846618809152679
ALS,0.03,1.1,20,0,240638,0.0427699089050293,0.02138503450491997,0.0022208232743383405,0.02345805628442544,0.0021361121819668334,0.09936404572418289,0.9952014806767224
Oracle-AMDM,0.03,1.1,20,0,240638,0.06031298637390137,0.1074291197130918,0.03786338221264231,0.11012192463090127,0.04183355077231566,0.4664563773565822,0.7289585809249713
AMDM,0.03,1.1,20,0,240638,0.04577207565307617,0.023373899511218398,0.0019535477837134127,0.022168402617773864,0.0019220623771479654,0.09390130813212558,0.9953703501399211
ALS,0.03,1.1,20,1,343758,0.03703022003173828,0.029948365730764336,0.003922965077062581,0.03253262884944588,0.00412224727741078,0.13492901481017427,0.9904779955263173
Oracle-AMDM,0.03,1.1,20,1,343758,0.05041837692260742,0.08441847618276832,0.024533864672137407,0.08474326243346501,0.024951555219208367,0.3514725159427822,0.7855544485462513
AMDM,0.03,1.1,20,1,343758,0.04796314239501953,0.0317596970053866,0.003689924255340712,0.031527254600407416,0.0035982356898861616,0.1307592270698088,0.9917152765822042
ALS,0.03,1.1,20,2,546878,0.0372929573059082,0.02205442133109991,0.002252633685191364,0.024991801493250688,0.0023126194242167747,0.10499129644816887,0.9939543159920279
Oracle-AMDM,0.03,1.1,20,2,546878,0.05876302719116211,0.1243891385652573,0.04232519682673463,0.1232257884346245,0.04195867431064096,0.5176751778815526,0.7278085596618307
AMDM,0.03,1.1,20,2,546878,0.05348086357116699,0.023626740364704857,0.0020048524227271034,0.02221391789044871,0.0017309754242418021,0.09332132536108842,0.9956841600831409
ALS,0.03,1.1,20,3,849998,0.03980088233947754,0.07924069446286051,0.04600536559009668,0.07812353997988496,0.04220103656010329,0.32315736259695504,0.7430263993538071
Oracle-AMDM,0.03,1.1,20,3,849998,0.05812501907348633,0.11619544139389792,0.03715130278554182,0.12280174544866723,0.04156560205625261,0.5079683817670287,0.7514712108312286
AMDM,0.03,1.1,20,3,849998,0.050882816314697266,0.02450056452746638,0.0017841291222488688,0.02388711031075268,0.0020284497460222374,0.09880882983634524,0.995858486224418
ALS,0.03,1.1,20,4,1253118,0.03654193878173828,0.022884586634380238,0.0021007093313179046,0.02717320138895053,0.002454839069563375,0.11485002661715021,0.9941549532956021
Oracle-AMDM,0.03,1.1,20,4,1253118,0.06050992012023926,0.023947427686255955,0.0019091599765978557,0.025432119219954474,0.002118647268068855,0.10749118322620718,0.9950430161929755
AMDM,0.03,1.1,20,4,1253118,0.053323984146118164,0.023844790800039543,0.0019214389186478112,0.0249607652072631,0.0020565093618886213,0.10549896228290243,0.995245658326227
ALS,0.03,1.1,50,0,1256268,0.037326812744140625,0.018105636475829842,0.0015493872150283837,0.02011050368421563,0.001498002305704258,0.08392354496715794,0.9968833042161902
Oracle-AMDM,0.03,1.1,50,0,1256268,0.0577397346496582,0.09623965840544274,0.04035252221985122,0.09599974523839436,0.0412098554852536,0.4006184560495919,0.759407403485327
AMDM,0.03,1.1,50,0,1256268,0.05120682716369629,0.01997452577224972,0.0012979974549357464,0.019157714994954472,0.001245215064974394,0.07994744344016494,0.9972358015261262
ALS,0.03,1.1,50,1,1359418,0.03717303276062012,0.022295038622057235,0.0019201132812259963,0.020445701634101806,0.001609550877093222,0.08645172803638633,0.9961407965294997
Oracle-AMDM,0.03,1.1,50,1,1359418,0.057533979415893555,0.020830305467525834,0.0012364570517902445,0.015595879167782767,0.0008542835299899973,0.06594494669004937,0.9982487690466204
AMDM,0.03,1.1,50,1,1359418,0.048918962478637695,0.020832952042465974,0.0012414657368739587,0.015624329068353851,0.0008488946446764068,0.06606524302963458,0.9982415129868099
ALS,0.03,1.1,50,2,1562568,0.03755998611450195,0.015412074825174597,0.0010291646752816708,0.01999203148941342,0.001349435300271313,0.08423923620763105,0.9967207954874233
Oracle-AMDM,0.03,1.1,50,2,1562568,0.05868411064147949,0.09984393223901454,0.04051609422019862,0.10190200756584031,0.04104555335415059,0.4293784396006117,0.7074366745900044
AMDM,0.03,1.1,50,2,1562568,0.04747319221496582,0.016667263233713512,0.0008788810417347144,0.01797446406115493,0.0010353000824243946,0.07573793211335282,0.9974686332372448
ALS,0.03,1.1,50,3,1865718,0.03881382942199707,0.013731155315777373,0.000948470013693233,0.01587039719683175,0.0009905034560162079,0.0654251103482341,0.9977495082010887
Oracle-AMDM,0.03,1.1,50,3,1865718,0.05903887748718262,0.1301149099794224,0.08209595749963745,0.12909977529910324,0.0810263342654685,0.5322089258460543,0.4029368716288696
AMDM,0.03,1.1,50,3,1865718,0.04909634590148926,0.014477426291505316,0.0008426666156206092,0.015557333107215254,0.0009410122941812022,0.0641345155159058,0.9979758918124201
ALS,0.03,1.1,50,4,2268868,0.036527156829833984,0.018921877489690344,0.0017385300429629512,0.020021423596257346,0.0014140609701176672,0.0836626937334847,0.9968264735259076
Oracle-AMDM,0.03,1.1,50,4,2268868,0.057572126388549805,0.020528665191619604,0.0015226677129359751,0.018913928708540636,0.0012820389776279648,0.07903485070539136,0.9971206647662203
AMDM,0.03,1.1,50,4,2268868,0.049204111099243164,0.020480079761265698,0.0015379166101476742,0.01937289094317786,0.0013180979865937534,0.08095269719053677,0.9970242884423435
ALS,0.03,1.2,5,0,2272063,0.03650498390197754,0.0380636791481264,0.03247763100991093,0.058771806979482304,0.03256897597198873,0.3910407914275473,0.9335635802886866
Oracle-AMDM,0.03,1.2,5,0,2272063,0.05736494064331055,0.05183254438923647,0.01213014515881919,0.03756857170686645,0.01255990938421344,0.2499641370255011,0.974075822607443
AMDM,0.03,1.2,5,0,2272063,0.049301862716674805,0.049448159506199976,0.01309897950862173,0.03927114993408675,0.01198856885363319,0.26129231581830165,0.9730926119102896
ALS,0.03,1.2,5,1,2375258,0.0367281436920166,0.027433505985388653,0.012683347718792141,0.04519841895547153,0.01389281762449636,0.2737493134900001,0.9746534361325743
Oracle-AMDM,0.03,1.2,5,1,2375258,0.056044816970825195,0.04736049602011953,0.04506151448919913,0.05744585665242157,0.049681605374855595,0.3479272988937518,0.6342287666836096
AMDM,0.03,1.2,5,1,2375258,0.04995918273925781,0.041311292531417576,0.008191796981540794,0.030225011492618505,0.007313288565864266,0.18306118527028817,0.9855153990363998
ALS,0.03,1.2,5,2,2578453,0.03688502311706543,0.02960033927034845,0.03564330982386381,0.04526869279614272,0.025993571131264694,0.30304265323964724,0.9449306881403186
Oracle-AMDM,0.03,1.2,5,2,2578453,0.0587160587310791,0.044014569736898934,0.020334749027721543,0.0565188513998411,0.03263175117139555,0.3783547000881063,0.9133577332791984
AMDM,0.03,1.2,5,2,2578453,0.04929471015930176,0.04314440462720529,0.02652218552318214,0.05325844559039802,0.03332416845841748,0.3565285335676588,0.9282442368642408
ALS,0.03,1.2,5,3,2881648,0.03720688819885254,0.019953827301135485,0.007592894185829312,0.023640174059049137,0.0067126580731879226,0.1628949939839849,0.9833968929889088
Oracle-AMDM,0.03,1.2,5,3,2881648,0.05666399002075195,0.08354675060995732,0.04214215876188003,0.08412306923935303,0.04706264529475627,0.5796584586657623,0.6959835455223724
AMDM,0.03,1.2,5,3,2881648,0.047756195068359375,0.023673749449062028,0.005370686066454322,0.017513881021363524,0.004109944203326242,0.12068115642825306,0.9903246756380095
ALS,0.03,1.2,5,4,3284843,0.036828041076660156,0.021738949003357325,0.012947032413683033,0.039534482226783164,0.013382722373944347,0.25243150577573426,0.9710802981479336
Oracle-AMDM,0.03,1.2,5,4,3284843,0.05799293518066406,0.028949641858626207,0.009183397328279991,0.03083723302116889,0.009795306981870642,0.196898725543882,0.9829037173488796
AMDM,0.03,1.2,5,4,3284843,0.04896211624145508,0.03199053677672989,0.00991304424987563,0.022840975044908434,0.006315482832356614,0.14584184234152178,0.9896732815726944
ALS,0.03,1.2,10,0,3288043,0.03641104698181152,0.023932002832851705,0.008667649890146198,0.05192829000914246,0.025293721582410066,0.33193729675249595,0.9418622704638626
Oracle-AMDM,0.03,1.2,10,0,3288043,0.05620622634887695,0.10419793693416192,0.0799224761872832,0.11711863352168295,0.09951797854144236,0.7486486191570954,0.2892040379153561
AMDM,0.03,1.2,10,0,3288043,0.04763388633728027,0.03163732741153221,0.006724929282140044,0.04013778173631799,0.01631612320027052,0.25656971883436597,0.966466127002478
ALS,0.03,1.2,10,1,3391243,0.03711390495300293,0.015522992593061183,0.005883198336028488,0.02189750729526157,0.0050881704464993075,0.14562012582212866,0.9870385283341598
Oracle-AMDM,0.03,1.2,10,1,3391243,0.05857586860656738,0.020082246225511143,0.003827832826421199,0.02096309806527951,0.003803300727619781,0.13940623180192713,0.9896267684726776
AMDM,0.03,1.2,10,1,3391243,0.04693198204040527,0.01981834137726575,0.003909544355832473,0.021058404743720827,0.0038368583710888466,0.1400400286226875,0.9896040594312258
ALS,0.03,1.2,10,2,3594443,0.03729414939880371,0.0158402716839486,0.0049901042867341655,0.020125701296476426,0.003462805569087325,0.12381528858716055,0.9935835500758585
Oracle-AMDM,0.03,1.2,10,2,3594443,0.057192325592041016,0.018368114307947502,0.003909673366567116,0.019393079059778006,0.0032178073244083175,0.1193081247211209,0.9938046402585747
AMDM,0.03,1.2,10,2,3594443,0.047186851501464844,0.0199950459147301,0.004089788988023071,0.02027446559781315,0.0038057768399697577,0.12473050116187459,0.9926315728278453
ALS,0.03,1.2,10,3,3897643,0.036984920501708984,0.025376133021628243,0.00820377290977368,0.03205396620403529,0.010265187030405444,0.21985864744465153,0.9709077706522475
Oracle-AMDM,0.03,1.2,10,3,3897643,0.05934596061706543,0.08981840388696685,0.04706029731135878,0.0868929437989234,0.04483802759397348,0.5960000386382882,0.7087376536364235
AMDM,0.03,1.2,10,3,3897643,0.0475461483001709,0.029119311113621496,0.005494935375766697,0.02531735934563168,0.005171694934778467,0.17365215733895834,0.9842661962140618
ALS,0.03,1.2,10,4,10167,0.037912845611572266,0.017739251320050203,0.00618843348644432,0.025741444927371786,0.006129574948199061,0.15990159408434812,0.9882733882926272
Oracle-AMDM,0.03,1.2,10,4,10167,0.057312965393066406,0.09576493067664932,0.0480435309433697,0.09222414182665496,0.04626367504395074,0.5728811002160316,0.6581665120069667
